id,name,original_price,new_price,link,scraped_at
1,"Saucony Tempus
Men's Black/Fog",$ 209.99,$ 140.88,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Tempus-p58484/?pstart=1,2024-10-15 16:22:06.604115
2,"Hoka Bondi 8
Men's Outer Space/ All Aboard",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Bondi-8-p61341/?pstart=1,2024-10-15 16:22:06.604115
3,"Saucony Ride 16
Men's Black/White",$ 179.99,$ 120.00,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Ride-16-p62147/?pstart=1,2024-10-15 16:22:06.604115
4,"Saucony Triumph 21
Men's Indigo/Black",$ 209.99,$ 124.88,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Triumph-21-p62154/?pstart=1,2024-10-15 16:22:06.604115
5,"Saucony Triumph 21
Men's Fog/Bough",$ 209.99,$ 124.88,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Triumph-21-p63176/?pstart=1,2024-10-15 16:22:06.604115
6,"Saucony Tempus
Men's Hydro/Poppy",$ 209.99,$ 140.88,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Tempus-p61226/?pstart=1,2024-10-15 16:22:06.604115
7,"Saucony Peregrine 13
Men's Wood/Fossil",$ 169.99,$ 100.00,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Peregrine-13-p61569/?pstart=1,2024-10-15 16:22:06.604115
8,"Salomon Sense Ride 5
Men's Vanila/Sulphr/Black",$ 169.99,$ 139.99,/products/All-Mens-66507/Shoes-27/Running-28/Salomon-Sense-Ride-5-p63634/?pstart=1,2024-10-15 16:22:06.604115
9,"Hoka Bondi 8
Men's Black / White",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Bondi-8-p59757/?pstart=1,2024-10-15 16:22:06.604115
10,"Hoka Bondi 8
Men's Black / Black",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Bondi-8-p59756/?pstart=1,2024-10-15 16:22:06.604115
11,"Asics Gel Kayano 30
Men's Black/Glow Yellow",$ 219.99,$ 150.88,/products/All-Mens-66507/Shoes-27/Running-28/Asics-Gel-Kayano-30-p62317/?pstart=1,2024-10-15 16:22:06.604115
12,"NB 1080 V13
Men's Black",$ 209.99,$ 165.88,/products/All-Mens-66507/Shoes-27/Running-28/NB-1080-V13-p63425/?pstart=1,2024-10-15 16:22:06.604115
13,"NB 880 v14
Men's Black",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/NB-880-v14-p63470/?pstart=1,2024-10-15 16:22:06.604115
14,"NB 880 v13
Men's Black/Black",$ 179.99,$ 130.88,/products/All-Mens-66507/Shoes-27/Running-28/NB-880-v13-p62804/?pstart=1,2024-10-15 16:22:06.604115
15,"Brooks Ghost 15
Men's Peacoat/Nightlife/Grey",$ 179.99,$ 112.00,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Ghost-15-p61217/?pstart=1,2024-10-15 16:22:06.604115
16,"Brooks Adrenaline GTS 23
Men's Black/Hawaiian Ocean",$ 179.99,$ 143.88,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Adrenaline-GTS-23-p62167/?pstart=1,2024-10-15 16:22:06.604115
17,"Hoka Bondi 8
Men's Costal Sky/Orange",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Bondi-8-p61479/?pstart=1,2024-10-15 16:22:06.604115
18,"Brooks Beast GTS 23
Men's Black/Ebony/Gunmetal",$ 199.99,$ 158.88,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Beast-GTS-23-p62157/?pstart=1,2024-10-15 16:22:06.604115
19,"Brooks Beast GTS 23
Men's Chateau Grey/White Sand",$ 199.99,$ 158.88,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Beast-GTS-23-p63067/?pstart=1,2024-10-15 16:22:06.604115
20,"NB 1080 V13
Men's Marine Blue",$ 209.99,$ 165.88,/products/All-Mens-66507/Shoes-27/Running-28/NB-1080-V13-p62399/?pstart=1,2024-10-15 16:22:06.604115
21,"Brooks Glycerin 21
Men's Coconut/Forged Iron",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Glycerin-21-p63081/?pstart=1,2024-10-15 16:22:06.604115
22,"Salomon Alphacross 5 GTX
Men's Black/Black/Ebony",$ 139.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Salomon-Alphacross-5-GTX-p62590/?pstart=1,2024-10-15 16:22:06.604115
23,"NB 548
Men's Black",$ 99.99,$ 70.00,/products/All-Mens-66507/Shoes-27/Running-28/NB-548-p63544/?pstart=1,2024-10-15 16:22:06.604115
24,"Asics Gel Cumulus 26
Men's Black/Concrete",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Asics-Gel-Cumulus-26-p63370/?pstart=1,2024-10-15 16:22:06.604115
25,"Hoka Clifton 9
Men's Black/White",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Clifton-9-p61476/?pstart=1,2024-10-15 16:22:06.604115
26,"NB 880 v14
Men's Blue Oasis",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/NB-880-v14-p63471/?pstart=1,2024-10-15 16:22:06.604115
27,"Altra Torin 7
Men's Blue",$ 189.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Altra-Torin-7-p62437/?pstart=1,2024-10-15 16:22:06.604115
28,"Hoka Arahi 7
Men's Black / White",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Arahi-7-p63547/?pstart=1,2024-10-15 16:22:06.604115
29,"Hoka Arahi 7
Men's Shadow/Dusk",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Arahi-7-p63440/?pstart=1,2024-10-15 16:22:06.604115
30,"Hoka Clifton 9
Men's Black/Black",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Clifton-9-p62628/?pstart=1,2024-10-15 16:22:06.604115
31,"Saucony Ride 17
Men's Black/White",$ 179.99,$ 124.88,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Ride-17-p63168/?pstart=1,2024-10-15 16:22:06.604115
32,"Hoka Bondi SR
Men's Black/Black",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Bondi-SR-p57416/?pstart=1,2024-10-15 16:22:06.604115
33,"Salomon Thundercross
Men's Safari/Sulphr/Black",$ 169.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Salomon-Thundercross-p63633/?pstart=1,2024-10-15 16:22:06.604115
34,"Saucony Peregrine 14
Men's Black/Carbon",$ 169.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Peregrine-14-p63164/?pstart=1,2024-10-15 16:22:06.604115
35,"Asics Gel Nimbus 26
Men's Black/Graphite Grey",$ 209.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Asics-Gel-Nimbus-26-p63376/?pstart=1,2024-10-15 16:22:06.604115
36,"Saucony Guide 17
Men's Black/Shadow",$ 179.99,$ 124.88,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Guide-17-p63135/?pstart=1,2024-10-15 16:22:06.604115
37,"Brooks Ghost Max
Men's Black/Atomic Blue/Jasmin",$ 189.99,$ 150.88,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Ghost-Max-p62215/?pstart=1,2024-10-15 16:22:06.604115
38,"Hoka Bondi 8
Men's Virtual Blue/Swim Day",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Bondi-8-p63437/?pstart=1,2024-10-15 16:22:06.604115
39,"Altra Paradigm 7
Men's Blue",$ 199.99,$ 189.99,/products/All-Mens-66507/Shoes-27/Running-28/Altra-Paradigm-7-p62470/?pstart=1,2024-10-15 16:22:06.604115
40,"Saucony Triumph 21
Men's Black/White",$ 209.99,$ 124.88,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Triumph-21-p62153/?pstart=1,2024-10-15 16:22:06.604115
41,"Hoka Clifton 9
Men's Ice Water/E.Primrose",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Clifton-9-p64215/?pstart=1,2024-10-15 16:22:06.604115
42,"Altra Torin 7
Men's Black",$ 189.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Altra-Torin-7-p63455/?pstart=1,2024-10-15 16:22:06.604115
43,"Brooks Adrenaline GTS 23
Men's Grey/Crown Blue/Orange",$ 179.99,$ 143.88,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Adrenaline-GTS-23-p62994/?pstart=1,2024-10-15 16:22:06.604115
44,"Hoka Bondi 8
Men's Sharkskin/Harbor Mist",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Bondi-8-p61640/?pstart=1,2024-10-15 16:22:06.604115
45,"Asics Gel Kayano 30
Men's Black/Sheet Rock",$ 219.99,$ 150.88,/products/All-Mens-66507/Shoes-27/Running-28/Asics-Gel-Kayano-30-p62318/?pstart=1,2024-10-15 16:22:06.604115
46,"Brooks Beast GTS 23
Men's Peacoat/Blue/White",$ 199.99,$ 158.88,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Beast-GTS-23-p63013/?pstart=1,2024-10-15 16:22:06.604115
47,"Altra VIA Olympus 2
Men's Gray",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Altra-VIA-Olympus-2-p63458/?pstart=1,2024-10-15 16:22:06.604115
48,"Brooks Adrenaline GTS 23
Men's Black/Black/Ebony",$ 179.99,$ 143.88,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Adrenaline-GTS-23-p62166/?pstart=1,2024-10-15 16:22:06.604115
49,"Brooks Cascadia 17
Men's Blue/Navy/Firecracker",$ 169.99,$ 149.99,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Cascadia-17-p62193/?pstart=49,2024-10-15 16:22:11.411658
50,"Altra Outroad 2
Men's Black/Red",$ 179.99,$ 100.00,/products/All-Mens-66507/Shoes-27/Running-28/Altra-Outroad-2-p62436/?pstart=49,2024-10-15 16:22:11.411658
51,"Altra TIMP 5
Men's Lime",$ 189.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Altra-TIMP-5-p63449/?pstart=49,2024-10-15 16:22:11.411658
52,"Altra Lone Peak 8
Men's Navy/Black",$ 179.99,$ 125.88,/products/All-Mens-66507/Shoes-27/Running-28/Altra-Lone-Peak-8-p63188/?pstart=49,2024-10-15 16:22:11.411658
53,"Hoka Clifton 9
Men's Harbor Mist/Black",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Clifton-9-p62578/?pstart=49,2024-10-15 16:22:11.411658
54,"Saucony Echelon 9
Men's Black/White",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Echelon-9-p59919/?pstart=49,2024-10-15 16:22:11.411658
55,"Brooks Adrenaline GTS 23
Men's Green Gecko/Grey/A.Blue",$ 179.99,$ 143.88,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Adrenaline-GTS-23-p63144/?pstart=49,2024-10-15 16:22:11.411658
56,"Salomon Speedcross 6 GTX
Men's Black/Sulphr",$ 209.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Salomon-Speedcross-6-GTX-p63636/?pstart=49,2024-10-15 16:22:11.411658
57,"Brooks Addiction GTS 15
Men's India Ink/Black/Blue",$ 169.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Addiction-GTS-15-p58300/?pstart=49,2024-10-15 16:22:11.411658
58,"La Sportiva Jackal II
Men's Black/Clay",$ 199.99,$ 90.00,/products/All-Mens-66507/Shoes-27/Running-28/La-Sportiva-Jackal-II-p62059/?pstart=49,2024-10-15 16:22:11.411658
59,"Brooks Beast GTS 23
Men's Grey/Scarlet/Ebony",$ 199.99,$ 158.88,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Beast-GTS-23-p62158/?pstart=49,2024-10-15 16:22:11.411658
60,"NB Vongo V6
Men's Mercury Blue",$ 209.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/NB-Vongo-V6-p63472/?pstart=49,2024-10-15 16:22:11.411658
61,"Brooks Glycerin 21
Men's Blue/Nightlife/Black",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Glycerin-21-p63080/?pstart=49,2024-10-15 16:22:11.411658
62,"Salomon Sense Ride 5
Men's Lunar Rock/Orange",$ 169.99,$ 139.99,/products/All-Mens-66507/Shoes-27/Running-28/Salomon-Sense-Ride-5-p61786/?pstart=49,2024-10-15 16:22:11.411658
63,"Mizuno Wave Sky 7
Men's Pearl Blue / White",$ 209.99,$ 189.99,/products/All-Mens-66507/Shoes-27/Running-28/Mizuno-Wave-Sky-7-p63488/?pstart=49,2024-10-15 16:22:11.411658
64,"Hoka Bondi 8
Men's Real Teal / Shadow",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Bondi-8-p63551/?pstart=49,2024-10-15 16:22:11.411658
65,"Brooks Addiction GTS 15
Men's Black/Black/Ebony",$ 169.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Addiction-GTS-15-p58301/?pstart=49,2024-10-15 16:22:11.411658
66,"NB 860 V13
Men's Light Arctic Grey",$ 179.99,$ 133.88,/products/All-Mens-66507/Shoes-27/Running-28/NB-860-V13-p60427/?pstart=49,2024-10-15 16:22:11.411658
67,"Salomon Thundercross
Men's Black/Quiet Shade",$ 169.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Salomon-Thundercross-p62613/?pstart=49,2024-10-15 16:22:11.411658
68,"Altra Torin 7
Men's Black/Red",$ 189.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Altra-Torin-7-p62694/?pstart=49,2024-10-15 16:22:11.411658
69,"Salomon Spikecross 6 GTX
Men's Black/Surf The Web",$ 229.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Salomon-Spikecross-6-GTX-p62610/?pstart=49,2024-10-15 16:22:11.411658
70,"Brooks Glycerin GTS 21
Men's Black/Grey/White",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Glycerin-GTS-21-p63101/?pstart=49,2024-10-15 16:22:11.411658
71,"Brooks Cascadia 17
Men's Chateau Grey/Forged Iron",$ 169.99,$ 149.99,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Cascadia-17-p63070/?pstart=49,2024-10-15 16:22:11.411658
72,"Hoka Rocket X 2
Unisex Ceramic/Primrose",$ 279.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Rocket-X-2-p62287/?pstart=49,2024-10-15 16:22:11.411658
73,"Saucony Peregrine 14
Men's Stone/Cinder",$ 169.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Peregrine-14-p63165/?pstart=49,2024-10-15 16:22:11.411658
74,"Salomon Speedcross 6
Men's Carbon/Tide/White",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Salomon-Speedcross-6-p63638/?pstart=49,2024-10-15 16:22:11.411658
75,"On Cloudsurfer
Men's Auburn/Frost",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/On-Cloudsurfer-p63629/?pstart=49,2024-10-15 16:22:11.411658
76,"Salomon Ultra Glide 2
Men's Vanila/Sulphr",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Salomon-Ultra-Glide-2-p63643/?pstart=49,2024-10-15 16:22:11.411658
77,"On Cloudgo
Men's Mahogany/Ivory",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/On-Cloudgo-p63620/?pstart=49,2024-10-15 16:22:11.411658
78,"Brooks Divide 4
Men's Blue/Navy/Firecracker",$ 139.99,$ 80.00,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Divide-4-p62195/?pstart=49,2024-10-15 16:22:11.411658
79,"La Sportiva Cyklon Cross GTX
Men's Black/Yellow",$ 264.99,$ 199.99,/products/All-Mens-66507/Shoes-27/Running-28/La-Sportiva-Cyklon-Cross-GTX-p60424/?pstart=49,2024-10-15 16:22:11.411658
80,"Hoka Speedgoat 5 GTX Spike
Men's Black / Black",$ 224.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Speedgoat-5-GTX-Spike-p60169/?pstart=49,2024-10-15 16:22:11.411658
81,"Asics Gel Nimbus 26
Men's French Blue/E.Lime",$ 209.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Asics-Gel-Nimbus-26-p64209/?pstart=49,2024-10-15 16:22:11.411658
82,"Brooks Launch 10
Men's White/Black/Fiery Coral",$ 149.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Launch-10-p63114/?pstart=49,2024-10-15 16:22:11.411658
83,"Mizuno Wave Rider 27
Men's Navy Peony /Sharp Green",$ 179.99,$ 129.88,/products/All-Mens-66507/Shoes-27/Running-28/Mizuno-Wave-Rider-27-p63484/?pstart=49,2024-10-15 16:22:11.411658
84,"NB 840 v5
Men's Black",$ 179.99,$ 90.00,/products/All-Mens-66507/Shoes-27/Running-28/NB-840-v5-p58699/?pstart=49,2024-10-15 16:22:11.411658
85,"NB Fresh Foam X 840 V1
Men's Blacktop",$ 189.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/NB-Fresh-Foam-X-840-V1-p62729/?pstart=49,2024-10-15 16:22:11.411658
86,"On Cloudflow 4
Men's White/Sand",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/On-Cloudflow-4-p64232/?pstart=49,2024-10-15 16:22:11.411658
87,"On Cloud X 3.0
Men's Glacier/Iron",$ 179.99,$ 130.00,/products/All-Mens-66507/Shoes-27/Running-28/On-Cloud-X-30-p62449/?pstart=49,2024-10-15 16:22:11.411658
88,"Saucony Kinvara Pro
Men's Superblue/Black",$ 239.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Kinvara-Pro-p62127/?pstart=49,2024-10-15 16:22:11.411658
89,"Hoka Challenger ATR 7
Men's Castlerock / Flame",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Challenger-ATR-7-p63554/?pstart=49,2024-10-15 16:22:11.411658
90,"La Sportiva Kaptiva
Men's Yellow/Black",$ 199.99,$ 80.00,/products/All-Mens-66507/Shoes-27/Running-28/La-Sportiva-Kaptiva-p61819/?pstart=49,2024-10-15 16:22:11.411658
180,"NB 1080 V13
Men's Navy",$ 209.99,$ 165.88,/products/All-Mens-66507/Shoes-27/Running-28/NB-1080-V13-p64330/?pstart=145,2024-10-15 16:22:19.984124
91,"Brooks Launch GTS 10
Men's Black/Blackened Pearl",$ 149.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Launch-GTS-10-p62235/?pstart=49,2024-10-15 16:22:11.411658
92,"Salomon Elixir Mid GTX
Men's Black/Magnet/Shade",$ 249.99,$ 150.00,/products/All-Mens-66507/Shoes-27/Running-28/Salomon-Elixir-Mid-GTX-p62592/?pstart=49,2024-10-15 16:22:11.411658
93,"NB Hierro Mid GTX
Men's Black/Magnet",$ 229.99,$ 169.99,/products/All-Mens-66507/Shoes-27/Running-28/NB-Hierro-Mid-GTX-p62411/?pstart=49,2024-10-15 16:22:11.411658
94,"NB 990 V5
Men's Black/Silver",$ 259.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/NB-990-V5-p52602/?pstart=49,2024-10-15 16:22:11.411658
95,"Brooks Glycerin 21
Men's Black/Black/Ebony",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Glycerin-21-p63815/?pstart=49,2024-10-15 16:22:11.411658
96,"Hoka Bondi 8
Men's Airy Blue/Diva Blue",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Bondi-8-p63508/?pstart=49,2024-10-15 16:22:11.411658
97,"Inov8 MudClaw G260 V2
Men's Black/Green",$ 214.99,$ 80.00,/products/All-Mens-66507/Shoes-27/Running-28/Inov8-MudClaw-G260-V2-p63597/?pstart=97,2024-10-15 16:22:15.637625
98,"TNF Vectiv Fastpack Mid
Men's Demitasse Brown",$ 219.99,$ 153.99,/products/All-Mens-66507/Shoes-27/Running-28/TNF-Vectiv-Fastpack-Mid-p63675/?pstart=97,2024-10-15 16:22:15.637625
99,"On Cloud 5
Men's Black/White",$ 169.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/On-Cloud-5-p64284/?pstart=97,2024-10-15 16:22:15.637625
100,"NB Fresh Foam X 840 V1
Men's Castlerock",$ 189.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/NB-Fresh-Foam-X-840-V1-p62396/?pstart=97,2024-10-15 16:22:15.637625
101,"Salomon Speedcross 6 GTX
Men's Flint/Gecko Green",$ 209.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Salomon-Speedcross-6-GTX-p62607/?pstart=97,2024-10-15 16:22:15.637625
102,"Saucony Guide 17
Men's Navy/Cobalt",$ 179.99,$ 124.88,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Guide-17-p63136/?pstart=97,2024-10-15 16:22:15.637625
103,"TNF Vectiv Fastpack
Men's TNF Black/Vanadis Grey",$ 199.99,$ 139.99,/products/All-Mens-66507/Shoes-27/Running-28/TNF-Vectiv-Fastpack-p63676/?pstart=97,2024-10-15 16:22:15.637625
104,"Saucony Ride 17
Men's Tide/Silver",$ 179.99,$ 124.88,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Ride-17-p63169/?pstart=97,2024-10-15 16:22:15.637625
105,"Asics Gel Nimbus 26
Men's Sheet Rock/Thunder Blue",$ 209.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Asics-Gel-Nimbus-26-p64208/?pstart=97,2024-10-15 16:22:15.637625
106,"Saucony Peregrine Ice+ 3
Men's Black/Shadow",$ 199.99,$ 159.99,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Peregrine-Ice-3-p60150/?pstart=97,2024-10-15 16:22:15.637625
107,"NB Dynasoft Nitrel v5 GTX
Men's Black",$ 139.99,$ 104.99,/products/All-Mens-66507/Shoes-27/Running-28/NB-Dynasoft-Nitrel-v5-GTX-p62412/?pstart=97,2024-10-15 16:22:15.637625
108,"Inov8 RocLite G345 GTX
Men's Black",$ 179.99,$ 100.00,/products/All-Mens-66507/Shoes-27/Running-28/Inov8-RocLite-G345-GTX-p63595/?pstart=97,2024-10-15 16:22:15.637625
109,"Hoka Bondi 8
Men's Lunar Rock/Nimbus Cloud",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Bondi-8-p64312/?pstart=97,2024-10-15 16:22:15.637625
110,"Salomon Pulsar Trail 2 Pro
Men's Surf The Web/Black",$ 209.99,$ 140.00,/products/All-Mens-66507/Shoes-27/Running-28/Salomon-Pulsar-Trail-2-Pro-p62602/?pstart=97,2024-10-15 16:22:15.637625
111,"Hoka Bondi 8
Men's White/Black",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Bondi-8-p62941/?pstart=97,2024-10-15 16:22:15.637625
112,"La Sportiva Ultra Raptor II
Men's Black / Yellow",$ 189.99,$ 142.49,/products/All-Mens-66507/Shoes-27/Running-28/La-Sportiva-Ultra-Raptor-II-p62464/?pstart=97,2024-10-15 16:22:15.637625
113,"On Cloudsurfer
Men's White/Sand",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/On-Cloudsurfer-p62460/?pstart=97,2024-10-15 16:22:15.637625
114,"Altra Lone Peak Mid All-Wthr 2
Men's Black",$ 239.99,$ 150.00,/products/All-Mens-66507/Shoes-27/Running-28/Altra-Lone-Peak-Mid-AllWthr-2-p61202/?pstart=97,2024-10-15 16:22:15.637625
115,"Brooks Glycerin 21
Men's Grenadines/Salsa/Black",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Glycerin-21-p63100/?pstart=97,2024-10-15 16:22:15.637625
116,"Brooks Glycerin Stealthfit 21
Men's White/Grey/Black",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Glycerin-Stealthfit-21-p63106/?pstart=97,2024-10-15 16:22:15.637625
117,"Brooks Caldera 7
Men's Lemon Chrome/Black",$ 189.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Caldera-7-p63068/?pstart=97,2024-10-15 16:22:15.637625
118,"Hoka Anacapa 2 Mid GTX
Men's Black/Black",$ 244.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Anacapa-2-Mid-GTX-p63016/?pstart=97,2024-10-15 16:22:15.637625
119,"Brooks Hyperion
Men's Grey/Atomic Blue/Scarlet",$ 199.99,$ 159.99,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Hyperion-p62231/?pstart=97,2024-10-15 16:22:15.637625
120,"Salomon Xa Pro 3D V9 GTX
Men's Black/Phantom/Pewter",$ 209.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Salomon-Xa-Pro-3D-V9-GTX-p62619/?pstart=97,2024-10-15 16:22:15.637625
121,"Salomon Speedcross 6
Men's Black/Black/Phantom",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Salomon-Speedcross-6-p63640/?pstart=97,2024-10-15 16:22:15.637625
122,"Salomon Xa Pro 3D v9
Men's Black/Phantom/Pewter",$ 179.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Salomon-Xa-Pro-3D-v9-p63647/?pstart=97,2024-10-15 16:22:15.637625
123,"Brooks Launch 10
Men's Iris/Ballad Blue/Sulphur",$ 149.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Brooks-Launch-10-p62233/?pstart=97,2024-10-15 16:22:15.637625
124,"Saucony Peregrine Ice+ 3
Men's Gravel/Black",$ 199.99,$ 159.99,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Peregrine-Ice-3-p62131/?pstart=97,2024-10-15 16:22:15.637625
125,"NB 990 V6
Men's Grey",$ 259.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/NB-990-V6-p62262/?pstart=97,2024-10-15 16:22:15.637625
126,"On Cloudsurfer
Men's Creek/White",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/On-Cloudsurfer-p61573/?pstart=97,2024-10-15 16:22:15.637625
127,"Hoka Bondi SR
Men's White / White",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Hoka-Bondi-SR-p58502/?pstart=97,2024-10-15 16:22:15.637625
128,"Saucony Xodus Ultra 2
Men's Superblue/Night",$ 189.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Xodus-Ultra-2-p63179/?pstart=97,2024-10-15 16:22:15.637625
129,"NB 840 v5
Men's Blue",$ 179.99,$ 90.00,/products/All-Mens-66507/Shoes-27/Running-28/NB-840-v5-p63694/?pstart=97,2024-10-15 16:22:15.637625
130,"Salomon Thundercross GTX
Men's Olive Night/Alfalfa",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Salomon-Thundercross-GTX-p63930/?pstart=97,2024-10-15 16:22:15.637625
131,"Saucony Cohesion 16
Men's Black/White",$ 109.99,$ 70.00,/products/All-Mens-66507/Shoes-27/Running-28/Saucony-Cohesion-16-p63910/?pstart=97,2024-10-15 16:22:15.637625
132,"Salomon Thundercross GTX
Men's Flint Stone/Carbon",$ 199.99,N/A,/products/All-Mens-66507/Shoes-27/Running-28/Salomon-Thundercross-GTX-p62611/?pstart=97,2024-10-15 16:22:15.637625
